%     Time (s)              Speed (m/s)		Steer Angle (rad)         Yaw Rate (rad/s)         Sideslip (rad)
%-------------------------------------------------------------------------------------------------------------------
   4.8907367e+01	   5.6981212e+00	   7.3562493e-03	   2.4139053e-02	  -1.8530093e-03	
   4.8938843e+01	   5.7329052e+00	   7.3251083e-03	   2.0738974e-02	  -2.5419259e-03	
   4.8969771e+01	   5.7670835e+00	   7.2945094e-03	   5.2768434e-03	  -5.0892598e-03	
   4.9001446e+01	   5.8020874e+00	   7.2631714e-03	   9.3244908e-03	  -4.5997256e-03	
   4.9032304e+01	   5.8361884e+00	   6.8295492e-03	   1.1591367e-02	  -4.2094780e-03	
   4.9063885e+01	   5.8710884e+00	   6.2875215e-03	   1.5396475e-02	  -3.5882628e-03	
   4.9094885e+01	   5.9053463e+00	   5.6370883e-03	   1.3615645e-02	  -3.8191198e-03	
   4.9126059e+01	   5.9612265e+00	   5.4202772e-03	   2.5111881e-02	   4.3697835e-04	
   4.9157637e+01	   6.0220928e+00	   4.4446273e-03	   1.3696965e-02	   1.7900212e-03	
   4.9188945e+01	   6.0824387e+00	   3.6857885e-03	  -1.1185822e-03	   2.6521873e-03	
   4.9219814e+01	   6.1419384e+00	   2.6017330e-03	  -1.6824471e-02	   3.6439450e-03	
   4.9251017e+01	   6.2020819e+00	   1.8428942e-03	  -6.7852235e-03	   8.6444064e-03	
   4.9282252e+01	   6.2622870e+00	   8.6724435e-04	  -2.9802116e-03	   1.2730691e-02	
   4.9314094e+01	   6.3135221e+00	  -4.3362217e-04	   1.9574572e-03	   1.4084503e-02	
   4.9345155e+01	   6.3510414e+00	  -9.7564989e-04	  -1.0749383e-02	   9.3074350e-03	
   4.9376023e+01	   6.3883276e+00	  -1.4092721e-03	  -8.6442688e-03	   6.6406490e-03	
   4.9407436e+01	   6.4262721e+00	  -1.8428942e-03	  -1.2447118e-02	   3.1358481e-03	
   4.9439756e+01	   6.4653122e+00	  -1.8589195e-03	  -1.1800566e-02	   2.6397192e-04	
   4.9470006e+01	   6.5018519e+00	  -1.8739184e-03	  -2.5559829e-02	  -4.3982765e-03	
   4.9501069e+01	   6.5400893e+00	  -1.8893204e-03	  -1.5929804e-02	  -5.7607833e-03	
   4.9532258e+01	   6.5986027e+00	  -1.9047849e-03	  -2.3053573e-02	  -4.9489587e-03	
   4.9564518e+01	   6.6591254e+00	  -1.9207804e-03	  -9.3749010e-03	  -1.2691663e-03	
   4.9599954e+01	   6.7256065e+00	  -1.9383507e-03	  -2.9127355e-02	  -1.8831483e-03	
   4.9626070e+01	   6.7746025e+00	  -1.9512998e-03	  -3.0502621e-02	  -6.8424212e-04	
   4.9657388e+01	   6.8333579e+00	  -1.8608063e-03	  -2.0302255e-02	   2.2954183e-03	
   4.9689169e+01	   6.8929819e+00	  -1.7689749e-03	  -1.0993102e-02	   5.1601376e-03	
   4.9719801e+01	   6.9428167e+00	  -1.6804636e-03	  -2.0138428e-02	   3.3250227e-03	
   4.9751479e+01	   6.9900357e+00	  -1.5889299e-03	  -1.3905542e-02	   2.1770057e-03	
   4.9782729e+01	   7.0366167e+00	  -1.4986329e-03	  -5.5163147e-04	   1.9484008e-03	
   4.9813655e+01	   7.0827148e+00	  -1.4092721e-03	  -7.5922254e-03	  -1.1569859e-03	
   4.9844812e+01	   7.1291572e+00	  -1.3008665e-03	   1.6334082e-03	  -2.4874956e-03	
   4.9875981e+01	   7.1756175e+00	  -5.4202772e-04	   1.1478494e-03	  -5.0426014e-03	
   4.9907933e+01	   7.2214100e+00	   5.4202772e-04	   1.3448994e-02	  -5.4556822e-03	
   4.9938503e+01	   7.2599066e+00	   1.5176776e-03	  -6.3257177e-04	  -7.2423993e-03	
   4.9970193e+01	   7.2998136e+00	   2.4933275e-03	   3.4139200e-03	  -6.7944807e-03	
   5.0001020e+01	   7.3386338e+00	   3.1437608e-03	  -4.5172497e-03	  -7.8000205e-03	
   5.0032559e+01	   7.3783507e+00	   3.4689774e-03	   7.1370837e-03	  -6.1876410e-03	
   5.0063866e+01	   7.4177754e+00	   3.3605719e-03	   2.5766785e-04	  -6.8229024e-03	
   5.0094888e+01	   7.4568412e+00	   1.4092721e-03	   1.3208316e-02	  -5.0764324e-03	
   5.0126094e+01	   7.4833976e+00	  -8.6724435e-04	   2.2813147e-03	  -5.5061853e-03	
   5.0157716e+01	   7.5077780e+00	  -3.2521663e-03	   1.4261664e-02	  -3.0549122e-03	
   5.0188946e+01	   7.5318563e+00	  -5.7454938e-03	   9.8098828e-03	  -2.5736192e-03	
   5.0219807e+01	   7.5556500e+00	  -7.5883881e-03	   1.9200469e-02	  -5.1701471e-04	
   5.0251018e+01	   7.5797135e+00	  -8.2388213e-03	  -2.3137444e-02	  -4.5959186e-03	
   5.0282321e+01	   7.6038480e+00	  -8.1311553e-03	  -1.3099417e-02	  -2.4894152e-03	
   5.0314054e+01	   7.6333703e+00	  -8.0220102e-03	  -1.6175635e-02	  -2.7698838e-03	
   5.0345216e+01	   7.6686090e+00	  -7.6967936e-03	   1.1833951e-02	  -4.8775420e-04	
   5.0376005e+01	   7.7034259e+00	  -7.1547659e-03	  -1.6337624e-02	  -4.7360979e-03	
   5.0407265e+01	   7.7387754e+00	  -7.0463603e-03	   3.5768028e-03	  -3.1702567e-03	
   5.0438833e+01	   7.7744732e+00	  -6.9379548e-03	  -1.6661675e-02	  -5.6017299e-03	
   5.0470118e+01	   7.8098510e+00	  -6.0707104e-03	  -2.4947362e-03	  -4.0772154e-03	
   5.0501126e+01	   7.8450895e+00	  -5.3118716e-03	  -2.4028958e-02	  -6.5908309e-03	
   5.0532281e+01	   7.8851234e+00	  -4.5530328e-03	  -1.6257361e-02	  -4.7130887e-03	
   5.0564375e+01	   7.9263640e+00	  -4.4975042e-03	  -3.1315525e-02	  -5.3865494e-03	
   5.0608029e+01	   7.9824591e+00	  -4.4219745e-03	   4.5485171e-03	   2.3447763e-06	
   5.0625955e+01	   8.0054939e+00	  -4.3909591e-03	  -1.8200677e-02	  -2.0440184e-03	
   5.0663376e+01	   8.0535797e+00	  -4.3262138e-03	  -1.7148222e-02	  -8.8660527e-04	
   5.0688769e+01	   8.0862095e+00	  -4.2822791e-03	  -1.3828943e-02	   1.8561195e-04	
   5.0720247e+01	   8.1339437e+00	  -4.2278162e-03	  -1.3424149e-02	   3.9758319e-04	
   5.0751450e+01	   8.1852662e+00	  -4.3362217e-03	  -1.9010231e-02	  -4.3393932e-04	
   5.0782278e+01	   8.2359718e+00	  -4.1224240e-03	  -1.7633947e-02	  -5.0049358e-04	
   5.0813975e+01	   8.2881068e+00	  -3.9025996e-03	  -1.1157445e-02	  -1.0044433e-05	
